finding,word Count,_0_flesch,accuracy,relaxed_accuracy,relaxed_overall_score
Rib Lesion,2,65.76,33.88,17.94,0.19804305
Rib Lesion,2,65.76,33.88,17.94,0.19804305
Rib Lesion,2,60.85,31.425,16.7125,0.19842209
Rib Lesion,2,65.76,33.88,17.94,0.19804305
Rib Lesion,2,66.07,34.035,18.0175,0.19801292
Costochondritis,1,72.46,36.73,18.865,1.67648853
Costochondritis,1,72.46,36.73,18.865,1.67648853
Costochondritis,1,72.87,36.935,18.9675,1.67647504
Costochondritis,1,72.87,36.935,18.9675,1.67647504
Costochondritis,1,68.91,34.955,17.9775,1.67657839
Rib Osteomyelitis,2,65.22,33.61,17.805,1.79809342
Rib Osteomyelitis,2,65.01,33.505,17.7525,1.79811232
Rib Osteomyelitis,2,57.06,29.53,15.765,1.79862732
Rib Osteomyelitis,2,56.45,29.225,15.6125,1.79865546
Rib Osteomyelitis,2,57.06,29.53,15.765,1.79862732
Rib Hemangioma,2,70.33,36.165,19.0825,1.67654731
Rib Hemangioma,2,70.33,36.165,19.0825,1.67654731
Rib Hemangioma,2,79.4,40.7,21.35,1.67603687
Rib Hemangioma,2,71.14,36.57,19.285,1.67652693
Rib Hemangioma,2,79.4,40.7,21.35,1.67603687
Flail Chest,2,62.07,32.035,17.0175,1.79834231
Flail Chest,2,62.07,32.035,17.0175,1.79834231
Flail Chest,2,62.07,32.035,17.0175,1.79834231
Flail Chest,2,62.07,32.035,17.0175,1.79834231
Flail Chest,2,62.07,32.035,17.0175,1.79834231
Costal Cartilage Calcification,3,53.61,28.305,15.6525,1.79877263
Costal Cartilage Calcification,3,60.85,31.925,17.4625,1.79842209
Costal Cartilage Calcification,3,54.22,28.61,15.805,1.79874922
Costal Cartilage Calcification,3,61.67,32.335,17.6675,1.79836934
Costal Cartilage Calcification,3,60.85,31.925,17.4625,1.79842209
Tracheal Stenosis,2,62.07,32.035,17.0175,1.6766766
Tracheal Stenosis,2,63.09,32.545,17.2725,1.67666566
Tracheal Stenosis,2,73.47,37.735,19.8675,1.67645372
Tracheal Stenosis,2,63.7,32.85,17.425,1.67665865
Tracheal Stenosis,2,61.97,31.985,16.9925,1.67667762
Tracheal Stenosis,2,65.52,33.76,17.88,1.67663523
Tracheal Stenosis,2,73.17,37.585,19.7925,1.67646463
Tracheal Stenosis,2,70.84,36.42,19.21,1.67653473
Tracheal Stenosis,2,73.98,37.99,19.995,1.67643393
Tracheal Stenosis,2,64.91,33.455,17.7275,1.67664353
Tracheomalacia,1,48.3,24.65,12.825,1.67676644
Tracheomalacia,1,56.05,28.525,14.7625,0.91070043
Tracheomalacia,1,62.48,31.74,16.37,1.67667232
Tracheomalacia,1,62.48,31.74,16.37,1.67667232
Tracheomalacia,1,56.55,28.775,14.8875,1.67672268
Tracheomalacia,1,56.55,28.775,14.8875,0.19865093
Tracheomalacia,1,56.25,28.625,14.8125,0.19866444
Tracheomalacia,1,48.3,24.65,12.825,0.19894459
Tracheomalacia,1,56.05,28.525,14.7625,0.1986733
Tracheomalacia,1,64.51,32.755,16.8775,0.19815583
Tracheal Mass,2,70.94,36.47,19.235,0.19737877
Tracheal Mass,2,70.53,36.265,19.1325,0.19744735
Tracheal Mass,2,76.15,39.075,20.5375,0.1960199
Tracheal Mass,2,70.73,36.365,19.1825,0.19741435
Tracheal Mass,2,70.94,36.47,19.235,0.19737877
Tracheal Mass,2,70.94,36.47,19.235,0.19737877
Tracheal Mass,2,81.12,41.56,21.78,0.19212598
Tracheal Mass,2,70.94,36.47,19.235,0.19737877
Tracheal Mass,2,70.94,36.47,19.235,0.19737877
Tracheal Mass,2,70.73,36.365,19.1825,0.19741435
Tracheal Deviation,2,70.73,36.365,19.1825,0.19741435
Tracheal Deviation,2,69.11,35.555,18.7775,0.19765945
Tracheal Deviation,2,69.31,35.655,18.8275,0.19763173
Tracheal Deviation,2,70.73,36.365,19.1825,0.19741435
Tracheal Deviation,2,81.63,41.815,21.9075,0.19124726
Tracheal Wall Thickening,3,53.61,28.305,15.6525,1.67674083
Tracheal Wall Thickening,3,63.7,33.35,18.175,1.67665865
Tracheal Wall Thickening,3,62.07,32.535,17.7675,1.6766766
Tracheal Wall Thickening,3,71.14,37.07,20.035,1.67652693
Tracheal Wall Thickening,3,63.9,33.45,18.225,1.67665626
Thoracic Aortic Aneurysm,3,76.76,39.88,21.44,1.67628798
Thoracic Aortic Aneurysm,3,76.96,39.98,21.49,1.67627405
Thoracic Aortic Aneurysm,3,78.18,40.59,21.795,1.67617378
Thoracic Aortic Aneurysm,3,77.57,40.285,21.6425,1.67622751
Thoracic Aortic Aneurysm,3,73.71,38.355,20.6775,1.67644461
Pulmonary Embolism,2,62.07,32.035,17.0175,1.79834231
Pulmonary Embolism,2,70.94,36.47,19.235,1.79737877
Pulmonary Embolism,2,64.41,33.205,17.6025,1.7981643
Pulmonary Embolism,2,61.87,31.935,16.9675,1.79835594
Pulmonary Embolism,2,62.68,32.34,17.17,1.79829932
Superior Vena Cava Syndrome,4,57.3,30.65,17.325,1.79861592
Superior Vena Cava Syndrome,4,57.61,30.805,17.4025,1.79860091
Superior Vena Cava Syndrome,4,56.79,30.395,17.1975,1.79863992
Superior Vena Cava Syndrome,4,57.3,30.65,17.325,1.79861592
Superior Vena Cava Syndrome,4,56.79,30.395,17.1975,1.79863992
Subclavian Artery Stenosis,3,70.13,36.565,19.7825,0.19751089
Subclavian Artery Stenosis,3,64.51,33.755,18.3775,0.19815583
Subclavian Artery Stenosis,3,70.13,36.565,19.7825,0.19751089
Subclavian Artery Stenosis,3,64,33.5,18.25,0.1981982
Subclavian Artery Stenosis,3,69.52,36.26,19.63,0.19760192
Pulmonary Artery Hypertension,3,70.73,36.865,19.9325,1.79741435
Pulmonary Artery Hypertension,3,62.48,32.74,17.87,1.79831366
Pulmonary Artery Hypertension,3,65.01,34.005,18.5025,1.79811232
Pulmonary Artery Hypertension,3,63.9,33.45,18.225,1.79820628
Pulmonary Artery Hypertension,3,70.73,36.865,19.9325,1.79741435
Thoracic Aortic Dissection,3,61.67,32.335,17.6675,1.79836934
Thoracic Aortic Dissection,3,61.87,32.435,17.7175,1.79835594
Thoracic Aortic Dissection,3,61.87,32.435,17.7175,1.79835594
Thoracic Aortic Dissection,3,61.87,32.435,17.7175,1.79835594
Thoracic Aortic Dissection,3,61.67,32.335,17.6675,1.79836934
Pulmonary Venous Stenosis,3,61.87,32.435,17.7175,0.19835594
Pulmonary Venous Stenosis,3,61.87,32.435,17.7175,0.19835594
Pulmonary Venous Stenosis,3,70.73,36.865,19.9325,0.19741435
Pulmonary Venous Stenosis,3,78.59,40.795,21.8975,0.19474376
Pulmonary Venous Stenosis,3,70.33,36.665,19.8325,0.19747952
Systemic Venous Aneurysm,3,70.73,36.865,19.9325,1.67653752
Systemic Venous Aneurysm,3,72.66,37.83,20.415,1.67648206
Systemic Venous Aneurysm,3,72.87,37.935,20.4675,1.67647504
Systemic Venous Aneurysm,3,71.34,37.17,20.085,1.67652156
Systemic Venous Aneurysm,3,70.33,36.665,19.8325,1.67654731
Thoracic Outlet Syndrome,3,57.61,30.305,16.6525,1.67671522
Thoracic Outlet Syndrome,3,57.3,30.15,16.575,1.67671746
Thoracic Outlet Syndrome,3,69.92,36.46,19.73,1.67655685
Thoracic Outlet Syndrome,3,57.3,30.15,16.575,1.67671746
Thoracic Outlet Syndrome,3,57.3,30.15,16.575,1.67671746
Arachnoid Cyst,2,72.66,37.33,19.665,0.19704579
Arachnoid Cyst,2,73.37,37.685,19.8425,0.19688231
Arachnoid Cyst,2,71.85,36.925,19.4625,0.91024542
Arachnoid Cyst,2,72.66,37.33,19.665,0.19704579
Arachnoid Cyst,2,62.48,32.24,17.12,0.19831366
Cavernous Malformation,2,79.4,40.7,21.35,0.19411765
Cavernous Malformation,2,78.79,40.395,21.1975,0.19460189
Cavernous Malformation,2,78.79,40.395,21.1975,0.19460189
Cavernous Malformation,2,73.17,37.585,19.7925,0.19693016
Cavernous Malformation,2,78.79,40.395,21.1975,0.19460189
Chiari Malformation,2,62.88,32.44,17.22,1.67666799
Chiari Malformation,2,63.49,32.745,17.3725,1.6766611
Chiari Malformation,2,71.75,36.875,19.4375,1.67651007
Chiari Malformation,2,64.51,33.255,17.6275,1.67664871
Chiari Malformation,2,73.47,37.735,19.8675,1.67645372
Enlarged Virchow-Robin Spaces,3,78.99,40.995,21.9975,1.67608814
Enlarged Virchow-Robin Spaces,3,72.97,37.985,20.4925,1.67647162
Enlarged Virchow-Robin Spaces,3,61.87,32.435,17.7175,1.67667864
Enlarged Virchow-Robin Spaces,3,61.46,32.23,17.615,1.67668271
Enlarged Virchow-Robin Spaces,3,61.87,32.435,17.7175,0.91060182
Microangiopathy,1,46.37,23.685,12.3425,0.91080046
Microangiopathy,1,64.41,32.705,16.8525,1.67664998
Microangiopathy,1,73.98,37.49,19.245,1.67643393
Microangiopathy,1,64.2,32.6,16.8,1.6766526
Microangiopathy,1,60.85,30.925,15.9625,1.71062239
Pineal Cyst,2,74.39,38.195,20.0975,0.19661304
Pineal Cyst,2,74.59,38.295,20.1475,0.19655469
Pineal Cyst,2,74.59,38.295,20.1475,0.19655469
Pineal Cyst,2,74.59,38.295,20.1475,0.19655469
Pineal Cyst,2,74.29,38.145,20.0725,0.19664148
Porencephalic Cyst,2,78.38,40.19,21.095,1.67615431
Porencephalic Cyst,2,81.33,41.665,21.8325,1.67567655
Porencephalic Cyst,2,78.38,40.19,21.095,1.67615431
Porencephalic Cyst,2,64.91,33.455,17.7275,1.67664353
Porencephalic Cyst,2,60.85,31.425,16.7125,1.67668852
Subependymal Nodules,2,61.87,31.935,16.9675,0.99835594
Subependymal Nodules,2,62.48,32.24,17.12,0.19831366
Subependymal Nodules,2,53.21,27.605,14.8025,0.19878751
Subependymal Nodules,2,78.18,40.09,21.045,0.99501247
Subependymal Nodules,2,61.87,31.935,16.9675,0.99835594
Perivascular Spaces Dilatation,3,61.46,32.23,17.615,1.67668271
Perivascular Spaces Dilatation,3,62.27,32.635,17.8175,1.67667453
Perivascular Spaces Dilatation,3,53,28,15.5,1.67674419
Perivascular Spaces Dilatation,3,45.96,24.48,13.74,1.67677558
Perivascular Spaces Dilatation,3,53.61,28.305,15.6525,1.67674083
White Matter Disease,3,62.38,32.69,17.845,0.99832074
White Matter Disease,3,62.98,32.99,17.995,0.99827735
White Matter Disease,3,57.81,30.405,16.7025,0.99859105
White Matter Disease,3,69.11,36.055,19.5275,1.79765945
White Matter Disease,3,61.36,32.18,17.59,0.99838969
Gliosis,1,70.63,35.815,18.4075,1.67654001
Gliosis,1,79.3,40.15,20.575,1.67604994
Gliosis,1,70.53,35.765,18.3825,1.67654248
Gliosis,1,79.3,40.15,20.575,1.67604994
Gliosis,1,81.63,41.315,21.1575,1.67559246
Cerebral Atrophy,2,61.46,31.73,16.865,1.67668271
Cerebral Atrophy,2,61.67,31.835,16.9175,1.67668064
Cerebral Atrophy,2,54.02,28.01,15.005,0.9107264
Cerebral Atrophy,2,61.87,31.935,16.9675,0.91060182
Cerebral Atrophy,2,69.11,35.555,18.7775,1.67657433
White Matter Hyperintensity,3,73.88,38.44,20.72,1.67643794
White Matter Hyperintensity,3,71.55,37.275,20.1375,1.67651575
White Matter Hyperintensity,3,73.68,38.34,20.67,1.67644577
White Matter Hyperintensity,3,81.43,42.215,22.6075,1.67564973
White Matter Hyperintensity,3,64.41,33.705,18.3525,1.67664998
Colloid Cyst,2,77.57,39.785,20.8925,0.19536501
Colloid Cyst,2,77.16,39.58,20.79,0.19557522
Colloid Cyst,2,77.98,39.99,20.995,0.19513382
Colloid Cyst,2,76.96,39.48,20.74,0.195671
Colloid Cyst,2,76.76,39.38,20.69,0.19576271
Cerebral Microbleeds,2,70.33,36.165,19.0825,1.67654731
Cerebral Microbleeds,2,69.92,35.96,18.98,1.67655685
Cerebral Microbleeds,2,70.33,36.165,19.0825,1.67654731
Cerebral Microbleeds,2,77.77,39.885,20.9425,1.67621076
Cerebral Microbleeds,2,69.52,35.76,18.88,1.67656569
Dilated Ventricles,2,61.26,31.63,16.815,0.91061433
Dilated Ventricles,2,62.27,32.135,17.0675,0.91059328
Dilated Ventricles,2,61.06,31.53,16.765,0.91061829
Dilated Ventricles,2,57.81,29.905,15.9525,0.91067489
Dilated Ventricles,2,69.31,35.655,18.8275,0.9103763
Cystic Lesion of Choroid Plexus,5,60.85,32.925,18.9625,1.79842209
Cystic Lesion of Choroid Plexus,5,62.48,33.74,19.37,1.79831366
Cystic Lesion of Choroid Plexus,5,60.85,32.925,18.9625,1.79842209
Cystic Lesion of Choroid Plexus,5,60.85,32.925,18.9625,1.79842209
Cystic Lesion of Choroid Plexus,5,67.08,36.04,20.52,1.7104624
Empty Sella Syndrome,3,61.67,32.335,17.6675,1.67668064
Empty Sella Syndrome,3,53.81,28.405,15.7025,1.6767397
Empty Sella Syndrome,3,58.32,30.66,16.83,1.6767099
Empty Sella Syndrome,3,58.11,30.555,16.7775,1.6767115
Empty Sella Syndrome,3,57.81,30.405,16.7025,1.67671375
Developmental Venous Anomaly,3,71.34,37.17,20.085,1.67652156
Developmental Venous Anomaly,3,72.66,37.83,20.415,1.67648206
Developmental Venous Anomaly,3,71.85,37.425,20.2125,1.67650716
Developmental Venous Anomaly,3,71.85,37.425,20.2125,1.67650716
Developmental Venous Anomaly,3,71.85,37.425,20.2125,1.67650716
Cerebral Calcifications,2,69.11,35.555,18.7775,0.99765945
Cerebral Calcifications,2,56.96,29.48,15.74,0.99863201
Cerebral Calcifications,2,56.96,29.48,15.74,0.99863201
Cerebral Calcifications,2,65.01,33.505,17.7525,0.99811232
Cerebral Calcifications,2,56.25,29.125,15.5625,0.99866444
Hemangioblastoma,1,61.06,31.03,16.015,1.71061829
Hemangioblastoma,1,64.51,32.755,16.8775,1.79815583
Hemangioblastoma,1,61.87,31.435,16.2175,1.79835594
Hemangioblastoma,1,70.33,35.665,18.3325,1.79747952
Hemangioblastoma,1,64.51,32.755,16.8775,1.71053958
Cortical Dysplasia,2,56.45,29.225,15.6125,1.67672336
Cortical Dysplasia,2,55.54,28.77,15.385,1.67672931
Cortical Dysplasia,2,56.45,29.225,15.6125,1.67672336
Cortical Dysplasia,2,53.61,27.805,14.9025,1.67674083
Cortical Dysplasia,2,55.95,28.975,15.4875,1.67672667
Diffuse Axonal Injury,3,69.52,36.26,19.63,1.79760192
Diffuse Axonal Injury,3,60.45,31.725,17.3625,1.7984466
Diffuse Axonal Injury,3,69.92,36.46,19.73,1.797543
Diffuse Axonal Injury,3,62.07,32.535,17.7675,1.79834231
Diffuse Axonal Injury,3,69.92,36.46,19.73,1.797543
Ependymoma,1,70.53,35.765,18.3825,0.19744735
Ependymoma,1,62.98,31.99,16.495,0.19827735
Ependymoma,1,69.72,35.36,18.18,0.19757282
Ependymoma,1,71.65,36.325,18.6625,0.19725086
Ependymoma,1,79.8,40.4,20.7,0.99375
Focal Cortical Dysplasia,3,62.68,32.84,17.92,1.67667017
Focal Cortical Dysplasia,3,67.45,35.225,19.1125,1.67660541
Focal Cortical Dysplasia,3,62.07,32.535,17.7675,1.6766766
Focal Cortical Dysplasia,3,62.88,32.94,17.97,1.67666799
Focal Cortical Dysplasia,3,65.22,34.11,18.555,1.67663937
Infarct (Old),2,68.7,35.35,18.675,1.79771429
Infarct (Old),2,58.11,30.055,16.0275,1.79857601
Infarct (Old),2,61.26,31.63,16.815,1.79839615
Infarct (Old),2,56.08,29.04,15.52,1.79867198
Infarct (Old),2,57.81,29.905,15.9525,1.79859105
Lacunar Infarction,2,70.94,36.47,19.235,1.79737877
Lacunar Infarction,2,72.16,37.08,19.54,1.797151
Lacunar Infarction,2,64.2,33.1,17.55,1.79818182
Lacunar Infarction,2,61.06,31.53,16.765,1.79840891
Lacunar Infarction,2,72.36,37.18,19.59,1.79710983
Leukoencephalopathy,1,64.41,32.705,16.8525,1.67664998
Leukoencephalopathy,1,66.33,33.665,17.3325,0.910487
Leukoencephalopathy,1,65.01,33.005,17.0025,1.6766422
Leukoencephalopathy,1,78.99,39.995,20.4975,0.90937744
Leukoencephalopathy,1,69.92,35.46,18.23,0.91034861
Low-Grade Glioma,2,59.84,30.92,16.46,1.67669755
Low-Grade Glioma,2,69.72,35.86,18.93,1.67656132
Low-Grade Glioma,2,58.32,30.16,16.08,1.6767099
Low-Grade Glioma,2,70.33,36.165,19.0825,1.67654731
Low-Grade Glioma,2,70.13,36.065,19.0325,1.67655202
Meningioma,1,71.44,36.22,18.61,1.79728997
Meningioma,1,80.62,40.81,20.905,1.79283154
Meningioma,1,72.36,36.68,18.84,1.79710983
Meningioma,1,70.33,35.665,18.3325,1.79747952
Meningioma,1,72.16,36.58,18.79,1.797151
Multiple Sclerosis Plaques,3,62.07,32.535,17.7675,1.6766766
Multiple Sclerosis Plaques,3,65.22,34.11,18.555,1.67663937
Multiple Sclerosis Plaques,3,62.68,32.84,17.92,1.67667017
Multiple Sclerosis Plaques,3,62.68,32.84,17.92,1.67667017
Multiple Sclerosis Plaques,3,64.2,33.6,18.3,1.6766526
Normal Pressure Hydrocephalus,3,49.35,26.175,14.5875,1.67676197
Normal Pressure Hydrocephalus,3,49.86,26.43,14.715,1.6767597
Normal Pressure Hydrocephalus,3,49.35,26.175,14.5875,1.67676197
Normal Pressure Hydrocephalus,3,49.35,26.175,14.5875,1.67676197
Normal Pressure Hydrocephalus,3,52.39,27.695,15.3475,1.67674743
Periventricular Leukomalacia,2,57.57,29.785,15.8925,1.67671551
Periventricular Leukomalacia,2,56.55,29.275,15.6375,1.67672268
Periventricular Leukomalacia,2,56.45,29.225,15.6125,1.67672336
Periventricular Leukomalacia,2,56.55,29.275,15.6375,1.67672268
Periventricular Leukomalacia,2,56.55,29.275,15.6375,1.67672268
Septo-Optic Dysplasia,2,49.01,25.505,13.7525,1.79892444
Septo-Optic Dysplasia,2,50.12,26.06,14.03,1.79889135
Septo-Optic Dysplasia,2,53.61,27.805,14.9025,1.79877263
Septo-Optic Dysplasia,2,48.09,25.045,13.5225,1.79895041
Septo-Optic Dysplasia,2,55.54,28.77,15.385,1.79869537
Spinal Canal Stenosis,3,63.19,33.095,18.0475,1.67666454
Spinal Canal Stenosis,3,66.57,34.785,18.8925,1.67661974
Spinal Canal Stenosis,3,65.76,34.38,18.69,1.67663183
Spinal Canal Stenosis,3,61.46,32.23,17.615,1.67668271
Spinal Canal Stenosis,3,69.31,36.155,19.5775,1.67657017
Thalamic Gliosis,2,77.37,39.685,20.8425,1.67624348
Thalamic Gliosis,2,79.19,40.595,21.2975,1.67606389
Thalamic Gliosis,2,70.33,36.165,19.0825,1.67654731
Thalamic Gliosis,2,70.33,36.165,19.0825,1.67654731
Thalamic Gliosis,2,79.19,40.595,21.2975,1.67606389
Trigeminal Neuralgia,2,62.68,32.34,17.17,1.67667017
Trigeminal Neuralgia,2,71.65,36.825,19.4125,1.67651293
Trigeminal Neuralgia,2,72.16,37.08,19.54,1.6764979
Trigeminal Neuralgia,2,71.65,36.825,19.4125,1.67651293
Trigeminal Neuralgia,2,71.14,36.57,19.285,1.67652693
Ulegyria,1,43.53,22.265,11.6325,0.91082118
Ulegyria,1,43.53,22.265,11.6325,0.91082118
Ulegyria,1,44.75,22.875,11.9375,0.91081263
Ulegyria,1,52.39,26.695,13.8475,0.910745
Ulegyria,1,45.15,23.075,12.0375,0.91080971
Cystic Craniopharyngioma,2,56.05,29.025,15.5125,0.1986733
Cystic Craniopharyngioma,2,63.9,32.95,17.475,0.19820628
Cystic Craniopharyngioma,2,64.51,33.255,17.6275,0.19815583
Cystic Craniopharyngioma,2,56.05,29.025,15.5125,0.1986733
Cystic Craniopharyngioma,2,64.71,33.355,17.6775,0.19813867
Heterotopia,1,72.97,36.985,18.9925,1.79697657
Heterotopia,1,73.17,37.085,19.0425,1.79693016
Heterotopia,1,72.46,36.73,18.865,1.79708879
Heterotopia,1,65.01,33.005,17.0025,1.79811232
Heterotopia,1,72.46,36.73,18.865,1.79708879
Ischemic White Matter Disease,4,74.53,39.265,21.6325,0.19657241
Ischemic White Matter Disease,4,63.9,33.95,18.975,0.19820628
Ischemic White Matter Disease,4,63.9,33.95,18.975,0.19820628
Ischemic White Matter Disease,4,63.9,33.95,18.975,0.19820628
Ischemic White Matter Disease,4,74.73,39.365,21.6825,0.19651264
Juvenile Pilocytic Astrocytoma,3,50.97,26.985,14.9925,1.67675453
Juvenile Pilocytic Astrocytoma,3,60.85,31.925,17.4625,1.67668852
Juvenile Pilocytic Astrocytoma,3,51.78,27.39,15.195,1.71075151
Juvenile Pilocytic Astrocytoma,3,48.13,25.565,14.2825,1.67676714
Juvenile Pilocytic Astrocytoma,3,48.13,25.565,14.2825,1.67676714
Moyamoya Disease,2,71.34,36.67,19.335,1.67652156
Moyamoya Disease,2,70.94,36.47,19.235,1.67653217
Moyamoya Disease,2,70.53,36.265,19.1325,1.67654248
Moyamoya Disease,2,71.34,36.67,19.335,1.67652156
Moyamoya Disease,2,70.53,36.265,19.1325,1.67654248
Pseudotumor Cerebri,2,44.75,23.375,12.6875,1.6767799
Pseudotumor Cerebri,2,62.48,32.24,17.12,1.67667232
Pseudotumor Cerebri,2,61.46,31.73,16.865,1.67668271
Pseudotumor Cerebri,2,62.48,32.24,17.12,1.67667232
Pseudotumor Cerebri,2,53.21,27.605,14.8025,1.67674304
Schwannoma,1,65.22,33.11,17.055,0.19809342
Schwannoma,1,65.01,33.005,17.0025,0.19811232
Schwannoma,1,62.48,31.74,16.37,0.19831366
Schwannoma,1,62.48,31.74,16.37,0.19831366
Schwannoma,1,62.48,31.74,16.37,0.19831366
Spongiform Changes in Brain,4,70.33,37.165,20.5825,0.9103288
Spongiform Changes in Brain,4,72.87,38.435,21.2175,0.91017874
Spongiform Changes in Brain,4,64.2,34.1,19.05,0.91054767
Spongiform Changes in Brain,4,61.26,32.63,18.315,1.67668464
Spongiform Changes in Brain,4,52.39,28.195,16.0975,0.910745
Stroke (Old),2,65.56,33.78,17.89,0.19806202
Stroke (Old),2,65.56,33.78,17.89,0.19806202
Stroke (Old),2,69.92,35.96,18.98,0.197543
Stroke (Old),2,63.22,32.61,17.305,0.19825936
Stroke (Old),2,65.56,33.78,17.89,0.19806202
Subarachnoid Cyst,2,70.13,36.065,19.0325,1.67655202
Subarachnoid Cyst,2,70.33,36.165,19.0825,1.67654731
Subarachnoid Cyst,2,70.33,36.165,19.0825,1.67654731
Subarachnoid Cyst,2,61.26,31.63,16.815,1.67668464
Subarachnoid Cyst,2,69.92,35.96,18.98,1.67655685
Cholesteatoma,1,72.97,36.985,18.9925,1.79697657
Cholesteatoma,1,79.19,40.095,20.5475,1.79429387
Cholesteatoma,1,78.38,39.69,20.345,1.79488491
Cholesteatoma,1,78.38,39.69,20.345,1.79488491
Cholesteatoma,1,78.38,39.69,20.345,1.79488491
Mastoiditis,1,62.27,31.635,16.3175,1.79832846
Mastoiditis,1,62.27,31.635,16.3175,1.79832846
Mastoiditis,1,62.27,31.635,16.3175,1.79832846
Mastoiditis,1,64.41,32.705,16.8525,1.7981643
Mastoiditis,1,62.27,31.635,16.3175,1.79832846
Otitis Media,2,56.96,29.48,15.74,1.79863201
Otitis Media,2,66.84,34.42,18.21,1.79793388
Otitis Media,2,56.96,29.48,15.74,1.79863201
Otitis Media,2,66.84,34.42,18.21,1.79793388
Otitis Media,2,56.96,29.48,15.74,1.79863201
Otosclerosis,1,72.66,36.83,18.915,1.79704579
Otosclerosis,1,70.53,35.765,18.3825,1.79744735
Otosclerosis,1,70.73,35.865,18.4325,1.79741435
Otosclerosis,1,78.18,39.59,20.295,1.79501247
Otosclerosis,1,64,32.5,16.75,1.7981982
Vestibular Schwannoma,2,73.17,37.585,19.7925,1.67646463
Vestibular Schwannoma,2,55.44,28.72,15.36,1.67672994
Vestibular Schwannoma,2,64.51,33.255,17.6275,1.67664871
Vestibular Schwannoma,2,72.46,37.23,19.615,1.67648853
Vestibular Schwannoma,2,64,33,17.5,1.67665505
TMJ Disorder,2,80.82,41.41,21.705,1.79256506
TMJ Disorder,2,69.52,35.76,18.88,1.79760192
TMJ Disorder,2,80.82,41.41,21.705,1.79256506
TMJ Disorder,2,83.56,42.78,22.39,1.78484849
TMJ Disorder,2,80.92,41.46,21.73,1.79242424
Mandibular Fracture,2,75.2,38.6,20.3,1.79636364
Mandibular Fracture,2,83.96,42.98,22.49,1.78214286
Mandibular Fracture,2,74.39,38.195,20.0975,1.79661304
Mandibular Fracture,2,80.31,41.155,21.5775,1.79320883
Mandibular Fracture,2,82.14,42.07,22.035,1.79014778
Odontogenic Cyst,2,73.98,37.99,19.995,1.67643393
Odontogenic Cyst,2,69.31,35.655,18.8275,1.67657017
Odontogenic Cyst,2,72.97,37.485,19.7425,1.67647162
Odontogenic Cyst,2,69.52,35.76,18.88,1.67656569
Odontogenic Cyst,2,73.37,37.685,19.8425,1.67645741
Ameloblastoma,1,65.22,33.11,17.055,1.67663937
Ameloblastoma,1,65.42,33.21,17.105,1.67663663
Ameloblastoma,1,62.27,31.635,16.3175,1.67667453
Ameloblastoma,1,63.29,32.145,16.5725,1.6766634
Ameloblastoma,1,71.14,36.07,18.535,1.67652693
Deviated Nasal Septum,3,62.48,32.74,17.87,1.67667232
Deviated Nasal Septum,3,62.48,32.74,17.87,1.67667232
Deviated Nasal Septum,3,63.49,33.245,18.1225,1.6766611
Deviated Nasal Septum,3,63.09,33.045,18.0225,1.67666566
Deviated Nasal Septum,3,62.07,32.535,17.7675,1.6766766
Nasal Cavity Mass,3,78.79,40.895,21.9475,0.19460189
Nasal Cavity Mass,3,78.79,40.895,21.9475,0.19460189
Nasal Cavity Mass,3,87.25,45.125,24.0625,0.1884058
Nasal Cavity Mass,3,74.19,38.595,20.7975,0.19666944
Nasal Cavity Mass,3,71.14,37.07,20.035,0.19734396
Turbinate Hypertrophy,2,72.97,37.485,19.7425,1.67647162
Turbinate Hypertrophy,2,63.49,32.745,17.3725,1.6766611
Turbinate Hypertrophy,2,71.14,36.57,19.285,1.67652693
Turbinate Hypertrophy,2,73.47,37.735,19.8675,1.67645372
Turbinate Hypertrophy,2,65.01,33.505,17.7525,1.6766422
Cervical Lymphadenopathy,2,78.38,40.19,21.095,1.67615431
Cervical Lymphadenopathy,2,80.82,41.41,21.705,1.67579748
Cervical Lymphadenopathy,2,79.19,40.595,21.2975,1.67606389
Cervical Lymphadenopathy,2,79.19,40.595,21.2975,1.67606389
Cervical Lymphadenopathy,2,78.59,40.295,21.1475,1.67613274
Branchial Cleft Cyst,3,72.46,37.73,20.365,1.67648853
Branchial Cleft Cyst,3,72.46,37.73,20.365,1.67648853
Branchial Cleft Cyst,3,74.59,38.795,20.8975,1.67640796
Branchial Cleft Cyst,3,72.36,37.68,20.34,1.6764917
Branchial Cleft Cyst,3,64.51,33.755,18.3775,1.67664871
Branchial Cleft Cyst,3,80.92,41.96,22.48,1.79242424
Branchial Cleft Cyst,3,72.46,37.73,20.365,1.79708879
Branchial Cleft Cyst,3,81.12,42.06,22.53,1.79212598
Branchial Cleft Cyst,3,81.12,42.06,22.53,1.79212598
Branchial Cleft Cyst,3,80.92,41.96,22.48,1.79242424
Thyroglossal Duct Cyst,3,73.68,38.34,20.67,1.67644577
Thyroglossal Duct Cyst,3,75.2,39.1,21.05,1.67637907
Thyroglossal Duct Cyst,3,81.83,42.415,22.7075,1.6755298
Thyroglossal Duct Cyst,3,82.44,42.72,22.86,1.67529611
Thyroglossal Duct Cyst,3,73.88,38.44,20.72,1.67643794
Cyst of Oral Mucosa,4,78.79,41.395,22.6975,1.67611105
Cyst of Oral Mucosa,4,80.82,42.41,23.205,1.67579748
Cyst of Oral Mucosa,4,78.79,41.395,22.6975,1.67611105
