finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Diffuse Axonal Injury,S06.2X0A,"Diffuse Axonal Injury (DAI) is a type of brain injury that happens when the brain moves quickly inside the skull, often due to a car accident or a fall. This can cause damage to the brain's long connecting nerve fibers, called axons. People with DAI might have trouble with thinking, memory, or movement, and they might feel confused or have headaches. It's important to rest and follow any advice from healthcare providers to help the brain heal. Recovery can take time, and support from family and friends can be very helpful.",91,S06.2X9A,S06.2X9A,FALSE,FALSE,69.92,0,0,0,15.08,0.01243781095,S06,S06,1,S06,1,1,1.612437811
Ependymoma,D33.3,"An ependymoma is a type of tumor that can occur in the brain or spinal cord. It is often found during imaging tests done for other reasons. Patients should know that ependymomas can vary in behavior; some may grow slowly and not cause symptoms, while others might grow more quickly and cause issues like headaches, nausea, or balance problems. It's important to monitor the tumor's behavior over time. If symptoms develop or if the tumor shows signs of growth, a healthcare provider may discuss treatment options, which could include surgery, radiation, or other therapies.",94,C71.9,C71.9,FALSE,FALSE,60.85,0,0,0,24.15,0.007952286282,D33,C71,0,C71,0,0,0.007952286282
Focal Cortical Dysplasia,Q04.3,"Focal Cortical Dysplasia is a condition where a small part of the brain's surface develops differently than usual. This is often found by chance during brain scans. Many people with this condition do not have any symptoms, but it can sometimes be linked to seizures. It's important to know that not everyone with Focal Cortical Dysplasia will have problems, and it often doesn't need treatment. If seizures or other symptoms occur, doctors can discuss ways to manage them, which might include medication or other therapies.",85,Q04.3,Q04.3,TRUE,TRUE,54.22,1,1,1,30.78,1.606293266,Q04,Q04,1,Q04,1,1,1.606293266
Infarct (Old),I69.998,"An old infarct, often found incidentally on a brain scan, is an area where there was a previous stroke or lack of blood flow. This means that at some point in the past, a part of the brain did not get enough blood, but it has since healed. Patients should know that an old infarct usually does not cause new symptoms and often does not require treatment. However, it's important to maintain a healthy lifestyle to prevent future strokes, which includes managing blood pressure, cholesterol, and other risk factors.",89,I69.3,I69.30,FALSE,FALSE,74.22,0,0,0,10.78,0.01697792869,I69,I69,1,I69,1,1,1.616977929
Lacunar Infarction,I63.9,"A lacunar infarction is a small stroke that occurs in the deeper parts of the brain. It is often found by accident when a brain scan is done for another reason. These small strokes can happen without causing any noticeable symptoms, but sometimes they might lead to problems like weakness, trouble speaking, or memory issues. It's important to know that having a lacunar infarction means there might be a risk of more strokes in the future. Keeping a healthy lifestyle, like eating well and exercising, can help reduce this risk.",90,I63.81,I63.81,FALSE,FALSE,61.67,0,0,0,23.33,0.008220304151,I63,I63,1,I63,1,1,1.608220304
Leukoencephalopathy,G93.49,"Leukoencephalopathy is a condition that affects the white matter of the brain, which is responsible for sending signals between different parts of the brain and the rest of the body. When found incidentally, it means that changes in the brain's white matter were noticed during an imaging test, like an MRI, that was done for another reason. These changes can be due to various causes, such as aging, past injuries, or other medical conditions. Often, these findings do not cause symptoms and may not require treatment. However, if there are any concerns or symptoms, further evaluation might be needed to understand the cause and decide on any necessary steps.",109,G93.49,G93.49,TRUE,TRUE,57.81,1,1,1,27.19,1.607094714,G93,G93,1,G93,1,1,1.607094714
Low-Grade Glioma,D33.0,"A low-grade glioma is a type of brain tumor that grows slowly and is often found by chance during brain imaging. These tumors are usually not cancerous, but they can still cause problems depending on their size and location in the brain. It's important to keep an eye on them because they can sometimes grow or change over time. If you have a low-grade glioma, your doctor will likely want to monitor it with regular check-ups and imaging tests to make sure it doesn't cause any issues.",87,D33.0,D33.0,TRUE,TRUE,66.27,1,1,1,18.73,1.610136847,D33,D33,1,D33,1,1,1.610136847
Meningioma,D32.0,"A meningioma is a type of tumor that forms on the membranes covering the brain and spinal cord just inside the skull. It is often found by accident during imaging tests for other reasons. Most meningiomas are benign, meaning they are not cancerous, and they grow very slowly. Many people with a meningioma do not have any symptoms and do not need treatment. However, if the tumor grows large enough, it can press on the brain or spinal cord and cause symptoms like headaches or vision problems. In such cases, doctors may recommend treatment options like surgery or radiation.",99,D32.9,D32.9,FALSE,FALSE,71.65,0,0,0,13.35,0.01393728223,D32,D32,1,D32,1,1,1.613937282
Multiple Sclerosis Plaques,G35,"Multiple sclerosis (MS) plaques are areas of damage in the brain or spinal cord caused by the immune system attacking the protective covering of nerve fibers. These plaques can be found during an MRI scan. Patients should know that these plaques can lead to symptoms like fatigue, numbness, or difficulty walking. However, not all plaques cause symptoms, and their presence does not always mean immediate treatment is needed. It's important to work with a healthcare provider to monitor the condition and discuss any symptoms or changes in health.",88,G35,G35,TRUE,TRUE,62.07,1,1,1,22.93,1.60835771,G35,G35,1,G35,1,1,1.60835771
Normal Pressure Hydrocephalus,G91.2,"Normal Pressure Hydrocephalus (NPH) is a condition where there is an abnormal buildup of cerebrospinal fluid in the brain's ventricles, which are fluid-filled spaces. This can lead to symptoms like walking difficulties, memory problems, and urinary incontinence. However, it is often found incidentally during brain imaging for other reasons. Patients should know that NPH can sometimes be managed with treatments like a shunt, which helps drain the excess fluid. It's important to discuss any symptoms with a healthcare provider to determine the best course of action.",86,G91.2,G91.2,TRUE,TRUE,54.02,1,1,1,30.98,1.606253909,G91,G91,1,G91,1,1,1.606253909
Periventricular Leukomalacia,P91.2,"Periventricular leukomalacia, often found during brain imaging, is a condition where there is damage to the white matter near the brain's ventricles. This area is important for sending messages in the brain. It is more common in premature babies. Parents should know that this condition can sometimes lead to developmental delays or motor problems as the child grows. It's important to monitor the child's development closely. Early intervention and therapies can help support the child's growth and learning if any issues arise.",82,P91.2,P91.2,TRUE,TRUE,57.57,1,1,1,27.43,1.607034822,P91,P91,1,P91,1,1,1.607034822
Septo-Optic Dysplasia,Q04.4,"Septo-Optic Dysplasia is a rare condition that affects the development of certain parts of the brain and eyes. It is usually identified in childhood and can lead to vision problems, hormone imbalances, and developmental delays. Patients and their families should understand that this condition can vary greatly in how it affects each person. Some people may have mild symptoms, while others may need more support. It's important to work with a healthcare team to monitor and manage any symptoms that arise, ensuring the best possible quality of life.",88,Q04.2,Q04.2,FALSE,FALSE,53.61,0,0,0,31.39,0.006174745292,Q04,Q04,1,Q04,1,1,1.606174745
Spinal Canal Stenosis,M48.0,"Spinal canal stenosis is a condition where the spaces in your spine become narrow, which can put pressure on the nerves that travel through the spine. This is often found during imaging tests done for other reasons. Many people with spinal stenosis do not have symptoms, but some might experience back pain, numbness, or weakness in the legs. It's important to monitor any symptoms you might have. If you start to feel pain or discomfort, there are treatments available that can help manage these symptoms and improve your quality of life.",91,M48.0,M48.0,TRUE,TRUE,69.92,1,1,1,15.08,1.612437811,M48,M48,1,M48,1,1,1.612437811
Thalamic Gliosis,R90.89,"Thalamic gliosis is a condition where there is a small amount of scar tissue in the thalamus, a part of the brain that helps process information. This is often found by accident when doctors are looking at brain scans for other reasons. Most of the time, thalamic gliosis does not cause any problems or symptoms. It is usually harmless and does not need any treatment. However, if you start to notice any new symptoms like headaches or changes in how you feel, it's important to let your doctor know.",89,R90.89,R90.89,TRUE,TRUE,70.33,1,1,1,14.67,1.612763242,R90,R90,1,R90,1,1,1.612763242
Trigeminal Neuralgia,G50.0,"Trigeminal neuralgia is a condition that affects a nerve in your face, causing sudden, severe facial pain. It can feel like an electric shock and usually happens on one side of the face. The pain can be triggered by everyday activities like brushing your teeth or even a light breeze. While it can be very uncomfortable, there are treatments available that can help manage the pain. These might include medications or, in some cases, surgery. It's important to talk to your doctor about the best way to manage your symptoms.",90,G50.0,G50.0,TRUE,TRUE,73.17,1,1,1,11.83,1.615588465,G50,G50,1,G50,1,1,1.615588465
Ulegyria,Q04.3,"Ulegyria is a condition where certain parts of the brain have a unique appearance due to past injury, often related to a lack of oxygen during birth. This finding is usually discovered incidentally during brain imaging. Patients should know that ulegyria itself does not typically cause new symptoms, but it may be associated with developmental delays or seizures, depending on the extent of the brain injury. It's important to monitor for any related symptoms, and if they occur, a healthcare provider can offer guidance on managing them effectively.",88,Q04.3,P91.2,FALSE,TRUE,40.69,0,1,0.5,44.31,0.8044140366,Q04,P91,0,Q04,1,0.5,0.8044140366
Cystic Craniopharyngioma,D33.1,"A cystic craniopharyngioma is a type of non-cancerous tumor that can be found near the pituitary gland in the brain. It is often discovered by accident during imaging tests for other reasons. These tumors can sometimes cause symptoms like headaches, vision problems, or hormonal changes because of their location. However, many people with small cystic craniopharyngiomas do not experience any symptoms. It's important to monitor the tumor over time to ensure it doesn't grow or cause problems. If it does, doctors may discuss treatment options, which could include surgery or other therapies.",92,D44.4,D44.3,FALSE,FALSE,55.95,0,0,0,29.05,0.006655574043,D33,D44,0,D44,0,0,0.006655574043
Heterotopia,Q04.6,"Heterotopia is a condition where a small group of brain cells is located in an unusual place. This is often found by accident when doctors do brain scans for other reasons. Most of the time, heterotopia does not cause any problems or symptoms. People with this condition usually do not need any treatment. However, in some cases, it might be linked to seizures or learning difficulties. If any symptoms like these occur, it is important to talk to a doctor to understand what might be needed to help manage them.",90,Q04.3,Q04.3,FALSE,FALSE,73.17,0,0,0,11.83,0.01558846454,Q04,Q04,1,Q04,1,1,1.615588465
Ischemic White Matter Disease,R90.82,"Ischemic white matter disease is a condition where small areas of the brain have reduced blood flow, often found during brain scans. This is common in older adults and can be related to high blood pressure, diabetes, or high cholesterol. It usually doesn't cause symptoms, but in some cases, it might be linked to memory problems or trouble walking. It's important to manage risk factors like blood pressure and cholesterol to help prevent further changes. Regular check-ups with your doctor can help keep an eye on your overall brain health.",90,I67.3,I67.3,FALSE,FALSE,70.13,0,0,0,14.87,0.01260239445,R90,I67,0,I67,0,0,0.01260239445
Juvenile Pilocytic Astrocytoma,D33.1,"A juvenile pilocytic astrocytoma is a type of brain tumor that is usually found in children and young adults. It is generally considered a low-grade tumor, meaning it grows slowly and is less likely to spread. Often, it is discovered when a child has symptoms like headaches or balance problems, but sometimes it is found by accident during a scan for another reason. While it can be concerning to hear the word 'tumor,' this type is often treatable, and doctors can discuss options like surgery or monitoring to manage it effectively.",91,D33.1,D33.1,TRUE,TRUE,56.79,1,1,1,28.21,1.60684697,D33,D33,1,D33,1,1,1.60684697
Moyamoya Disease,I67.5,"Moyamoya disease is a rare condition where the blood vessels in the brain become narrowed, leading to reduced blood flow. This can sometimes be found by chance during brain imaging. Patients should know that this condition can increase the risk of strokes or mini-strokes, which are like temporary strokes. It's important to be aware of symptoms like sudden weakness, difficulty speaking, or vision changes. While Moyamoya disease can be serious, doctors can help manage it with treatments that improve blood flow to the brain and reduce the risk of strokes.",90,I67.5,I67.5,TRUE,TRUE,70.13,1,1,1,14.87,1.612602394,I67,I67,1,I67,1,1,1.612602394
Pseudotumor Cerebri,G93.2,"Pseudotumor cerebri, also known as idiopathic intracranial hypertension, is a condition where there is increased pressure inside the skull without an obvious cause. This can lead to symptoms like headaches, vision problems, or ringing in the ears. It's important to know that this condition is not a true tumor, and it doesn't mean there is cancer. The increased pressure can sometimes affect vision, so regular eye check-ups are important. Treatment may involve medications to reduce the pressure or, in some cases, procedures to relieve the pressure.",86,G93.2,G93.2,TRUE,TRUE,54.02,1,1,1,30.98,1.606253909,G93,G93,1,G93,1,1,1.606253909
Schwannoma,D33.3,"A schwannoma is a type of benign tumor that grows from the nerve sheath, which is the protective covering of nerves. It is often found by accident during imaging tests for other reasons. Most schwannomas do not cause any symptoms and are not harmful. They usually grow slowly and do not spread to other parts of the body. If a schwannoma does cause symptoms, like pain or numbness, it might be because it is pressing on nearby nerves or tissues. In such cases, a doctor might suggest treatment options, which could include monitoring the tumor or, if necessary, surgery to remove it.",102,D36.1,D36.1,FALSE,FALSE,71.14,0,0,0,13.86,0.0134589502,D33,D36,0,D36,0,0,0.0134589502
Spongiform Changes in Brain,A81.9,"Spongiform changes in the brain refer to a pattern where brain tissue appears sponge-like due to tiny holes. This finding is often associated with certain rare conditions that affect the brain. Patients should understand that these changes can sometimes be linked to serious diseases, but the presence of spongiform changes alone does not confirm a specific diagnosis. It's important to discuss these findings with a healthcare provider to understand their significance and any potential implications for health. Further tests may be needed to determine the cause and appropriate management.",89,A81.9,R90.89,FALSE,TRUE,53.41,0,1,0.5,31.59,0.8061368518,A81,R90,0,A81,1,0.5,0.8061368518
Stroke (Old),Z86.73,"An old stroke, also known as a past stroke, is a condition where there was a temporary loss of blood flow to a part of the brain, but it happened some time ago. This means that the stroke is not new, and any damage it caused has already occurred. Patients should know that while the stroke itself is not active, it may have left behind some effects, like weakness or difficulty speaking. It's important to continue any rehabilitation exercises and maintain a healthy lifestyle to prevent future strokes.",88,I69.30,I69.30,FALSE,FALSE,66.07,0,0,0,18.93,0.01003512293,Z86,I69,0,I69,0,0,0.01003512293
Subarachnoid Cyst,Q04.6,"A subarachnoid cyst is a fluid-filled sac that is usually found in the space between the brain and the skull. These cysts are often discovered by accident during imaging tests for other reasons. Most of the time, subarachnoid cysts do not cause any symptoms and are harmless. They are like small pockets of fluid that do not usually need any treatment. However, if a cyst becomes large or starts causing symptoms like headaches or seizures, a doctor might need to check it more closely to decide if any action is needed.",91,Q04.6,Q04.6,TRUE,TRUE,69.92,1,1,1,15.08,1.612437811,Q04,Q04,1,Q04,1,1,1.612437811
Cholesteatoma,H71.90,"A cholesteatoma is a growth of skin cells that occurs in the middle ear behind the eardrum. It is often found during ear examinations or imaging tests. Patients should know that a cholesteatoma can cause problems if it grows larger, such as hearing loss, ear infections, or damage to nearby structures. It is important to monitor the condition and discuss any symptoms with a healthcare provider. Treatment may be needed if it causes symptoms, which could include cleaning the ear or surgery to remove the growth.",86,H71.9,H71.9,FALSE,FALSE,70.94,0,0,0,14.06,0.01328021248,H71,H71,1,H71,1,1,1.613280212
Mastoiditis,H70.90,"Mastoiditis is an infection of the mastoid bone, which is located just behind your ear. This condition can happen when an ear infection spreads to the bone. It might cause symptoms like ear pain, swelling, redness, or fever. Sometimes, it can be found by accident during an imaging test for another reason. If you have mastoiditis, it's important to know that it can be treated with antibiotics. In some cases, if the infection is severe, surgery might be needed to drain the infection and prevent complications.",86,H70.0,H70.0,FALSE,FALSE,65.42,0,0,0,19.58,0.009718172983,H70,H70,1,H70,1,1,1.609718173
Otitis Media,H66.90,"Otitis media is an infection or inflammation of the middle ear. It is common in children but can also occur in adults. Symptoms may include ear pain, fever, irritability, and trouble hearing. Sometimes, fluid can build up behind the eardrum, causing discomfort. Most cases of otitis media improve on their own, but sometimes antibiotics or other treatments are needed to help clear the infection. It's important to monitor symptoms and seek medical advice if they worsen or do not improve, as untreated infections can lead to complications.",87,H66.9,H66.9,FALSE,FALSE,56.76,0,0,0,28.24,0.00683994528,H66,H66,1,H66,1,1,1.606839945
Otosclerosis,H80.90,"Otosclerosis is a condition that affects the bones in the middle ear, which can lead to hearing loss. It happens when one of the bones, called the stapes, becomes stuck in place. This can make it hard for sound to travel through the ear. People with otosclerosis might notice that they have trouble hearing, especially in noisy places. Sometimes, they might also hear ringing in their ears, known as tinnitus. Treatment options can include hearing aids to help with hearing loss or surgery to improve hearing by freeing up the stuck bone.",92,H80.9,H80.9,FALSE,FALSE,72.87,0,0,0,12.13,0.01523229246,H80,H80,1,H80,1,1,1.615232292
Vestibular Schwannoma,D33.3,"A vestibular schwannoma, also known as an acoustic neuroma, is a non-cancerous tumor that grows on the nerve that connects the ear to the brain. It is often found by accident when doctors are looking for something else. Most of the time, these tumors grow slowly and might not cause any problems. However, if they get bigger, they can affect hearing or balance. It's important to keep an eye on them with regular check-ups. If you notice changes in your hearing or balance, let your doctor know.",87,D33.3,D33.3,TRUE,TRUE,73.68,1,1,1,11.32,1.616233766,D33,D33,1,D33,1,1,1.616233766
TMJ Disorder,M26.62,"TMJ disorder refers to problems with the temporomandibular joint, which connects your jaw to your skull. This joint helps you chew, talk, and yawn. Sometimes, people with TMJ disorder might feel pain or hear clicking sounds when they move their jaw. It can also cause headaches or make it hard to open your mouth wide. Most of the time, TMJ disorder can be managed with simple treatments like resting your jaw, using ice packs, or doing special exercises. In some cases, a dentist or doctor might suggest other treatments to help you feel better.",94,M26.60,M26.60,FALSE,FALSE,80.92,0,0,0,4.08,0.03937007874,M26,M26,1,M26,1,1,1.639370079
Mandibular Fracture,S02.609A,"A mandibular fracture is a break in the lower jawbone. This type of injury can happen from a fall, a car accident, or a sports injury. It might cause pain, swelling, and difficulty opening your mouth or chewing. Sometimes, the teeth may not line up properly. Treatment usually involves resting the jaw, and in some cases, surgery may be needed to fix the bone. It's important to follow your doctor's advice to ensure proper healing and to avoid complications.",79,S02.6,S02.6,FALSE,FALSE,75,0,0,0,10,0.01818181818,S02,S02,1,S02,1,1,1.618181818
Odontogenic Cyst,K09.0,"An odontogenic cyst is a fluid-filled sac that can form in the jawbone or gums, often discovered during dental X-rays. These cysts are usually benign, meaning they are not cancerous, and they often do not cause any symptoms. However, if they grow larger, they might cause swelling or discomfort in the mouth. It's important to monitor these cysts, and if they become bothersome, a dentist or oral surgeon might recommend treatment, which could include draining the cyst or removing it surgically to prevent any potential complications.",86,K09.0,K09.0,TRUE,TRUE,49.65,1,1,1,35.35,1.605502063,K09,K09,1,K09,1,1,1.605502063
Ameloblastoma,D16.5,"An ameloblastoma is a rare, benign tumor that usually forms in the jawbone. It is often discovered during dental X-rays or scans for other reasons. Patients should know that while ameloblastomas are not cancerous, they can grow and cause problems like swelling, pain, or changes in the shape of the jaw. Treatment usually involves surgery to remove the tumor to prevent it from growing back. It's important to follow up with your healthcare provider to monitor the area and ensure complete healing after treatment.",84,D16.5,D16.5,TRUE,TRUE,71.34,1,1,1,13.66,1.613642565,D16,D16,1,D16,1,1,1.613642565
Deviated Nasal Septum,J34.2,"A deviated nasal septum is when the thin wall inside your nose, called the septum, is not straight. This can happen naturally or from an injury. Most people with a deviated septum don't have any problems, but sometimes it can make it hard to breathe through your nose or cause nosebleeds. If it doesn't bother you, you usually don't need to do anything about it. But if it causes problems, a doctor might suggest ways to help, like using a special spray or, in some cases, surgery to straighten it.",90,J34.2,J34.2,TRUE,TRUE,70.13,1,1,1,14.87,1.612602394,J34,J34,1,J34,1,1,1.612602394
Nasal Cavity Mass,R22.0,"A nasal cavity mass is a growth found inside the nose. It can be discovered during an imaging test or examination. Most of the time, these masses are not cancerous and do not cause any problems. However, if you notice symptoms like a blocked nose, nosebleeds, or changes in your sense of smell, it might be important to have it checked further. Sometimes, these masses can be polyps or other benign growths that can be managed with medication or, in some cases, surgery.",83,J34.89,J34.89,FALSE,FALSE,71.55,0,0,0,13.45,0.01384083045,R22,J34,0,J34,0,0,0.01384083045
Turbinate Hypertrophy,J34.3,"Turbinate hypertrophy is when the small structures inside your nose, called turbinates, become larger than usual. This can happen for various reasons, like allergies or a cold. When turbinates are swollen, they can make it harder to breathe through your nose. Most of the time, this is not a serious problem and can be managed with medications like nasal sprays or allergy treatments. If breathing becomes very difficult, a doctor might suggest other treatments to help reduce the size of the turbinates.",82,J34.3,J34.3,TRUE,TRUE,71.75,1,1,1,13.25,1.614035088,J34,J34,1,J34,1,1,1.614035088
Cervical Lymphadenopathy,R59.0,"Cervical lymphadenopathy means that the lymph nodes in your neck are swollen. Lymph nodes are small, bean-shaped structures that help your body fight infections. Swelling can happen for many reasons, like a cold, sore throat, or other infections. Most of the time, swollen lymph nodes are not serious and will go back to normal on their own. It's important to pay attention to how you feel and let your doctor know if the swelling doesn't go away or if you have other symptoms like fever or weight loss.",88,R59.0,R59.0,TRUE,TRUE,78.99,1,1,1,6.01,1.62853067,R59,R59,1,R59,1,1,1.62853067
Branchial Cleft Cyst,Q18.0,"A branchial cleft cyst is a small, fluid-filled sac that can be found on the side of the neck. It is usually present from birth and is often discovered by chance during a physical exam or imaging test. These cysts are generally harmless and do not cause any symptoms. However, if the cyst becomes infected or starts to grow, it might cause swelling or discomfort. In such cases, a doctor might recommend treatment, which could include antibiotics or surgery to remove the cyst. Most of the time, these cysts do not cause any long-term problems.",95,Q18.0,Q18.0,TRUE,TRUE,72.36,1,1,1,12.64,1.614662757,Q18,Q18,1,Q18,1,1,1.614662757
Thyroglossal Duct Cyst,Q89.2,"A thyroglossal duct cyst is a small, fluid-filled sac that can form in the neck. It is usually found by accident during imaging tests. These cysts are generally harmless and don't cause any problems. However, if the cyst becomes infected or starts to cause discomfort, it might need to be removed. Most of the time, people with a thyroglossal duct cyst don't have any symptoms and don't need any treatment. It's important to keep an eye on it, just in case it changes or starts to cause issues.",88,Q89.2,Q89.2,TRUE,TRUE,73.47,1,1,1,11.53,1.615961692,Q89,Q89,1,Q89,1,1,1.615961692
Cyst of Oral Mucosa,K09.8,"A cyst of the oral mucosa is a small, fluid-filled sac that can form in the lining of the mouth. These cysts are usually harmless and often found by accident during a dental check-up or imaging. Most of the time, they do not cause any symptoms and do not need treatment. However, if the cyst becomes large or causes discomfort, it might need to be removed by a dentist or oral surgeon. It's important to keep an eye on it and let your dentist know if you notice any changes.",90,K09.8,K09.8,TRUE,TRUE,78.59,1,1,1,6.41,1.626990553,K09,K09,1,K09,1,1,1.626990553
Leukoplakia of Tongue,K13.21,"Leukoplakia of the tongue is a condition where white patches form on the surface of the tongue. These patches are usually harmless and often found during a routine dental check-up. It's important to know that while leukoplakia itself is not cancerous, it can sometimes be a warning sign for potential oral health issues. Maintaining good oral hygiene and avoiding irritants like tobacco and alcohol can help manage the condition. If the patches change in appearance or become painful, further evaluation by a healthcare professional may be necessary.",87,K13.21,K13.21,TRUE,TRUE,53.81,1,1,1,31.19,1.60621311,K13,K13,1,K13,1,1,1.60621311
Mucocele of Oral Mucosa,K11.6,"A mucocele is a small, harmless bump that can form inside your mouth, often on the lips or the floor of the mouth. It happens when a salivary gland gets blocked, causing saliva to build up. Mucoceles are usually painless and may go away on their own. They can feel like a soft, fluid-filled bubble. If the mucocele is bothersome or doesn't go away, a dentist or doctor can help by removing it or suggesting other treatments. It's important to avoid biting or poking at it to prevent irritation.",89,K11.6,K11.6,TRUE,TRUE,73.37,1,1,1,11.63,1.615835313,K11,K11,1,K11,1,1,1.615835313
Orbital Mass,H05.89,"An orbital mass is a growth or lump found in the eye socket, which is the bony area that holds the eye. This mass can be made up of different types of tissue and is often found by accident during imaging tests for other reasons. Most of the time, these masses do not cause any symptoms and are not harmful. However, if the mass grows or causes symptoms like vision changes, eye pain, or bulging of the eye, it may need further evaluation to determine the best course of action.",90,H05.89,H05.89,TRUE,TRUE,74.02,1,1,1,10.98,1.616694491,H05,H05,1,H05,1,1,1.616694491
Proptosis,H05.22,"Proptosis is when one or both of your eyes seem to be bulging or sticking out more than usual. This can happen for a variety of reasons, such as inflammation, infection, or other conditions affecting the eye or the tissues around it. It's important to know that proptosis itself is not a disease, but a sign that something else might be going on. If you notice any changes in your vision, eye pain, or other symptoms, it's important to talk to a healthcare provider to find out what's causing it and what can be done.",95,H05.22,H05.2,FALSE,TRUE,64.24,0,1,0.5,20.76,0.8091911765,H05,H05,1,H05,1,1,1.609191176
Optic Nerve Glioma,D33.3,"An optic nerve glioma is a type of tumor that affects the optic nerve, which is the nerve that connects the eye to the brain. These tumors are often found in children and can sometimes be discovered by accident during an eye exam or imaging test. Most optic nerve gliomas grow slowly and may not cause any symptoms at first. However, they can sometimes lead to vision problems or other symptoms if they grow larger. It's important to monitor these tumors regularly to check for any changes. If symptoms develop, doctors may discuss treatment options, which could include observation, medication, or surgery.",102,D33.3,D33.3,TRUE,TRUE,62.68,1,1,1,22.32,1.608576329,D33,D33,1,D33,1,1,1.608576329
Orbital Cellulitis,H05.01,"Orbital cellulitis is an infection that affects the tissues around the eye. It can cause symptoms like swelling, redness, and pain around the eye, and sometimes fever. This condition is more serious and needs medical attention because it can spread and cause complications. Treatment usually involves antibiotics to fight the infection, and sometimes, if the infection is severe, it might require a hospital stay. It's important to follow the doctor's instructions and complete the full course of antibiotics to ensure the infection is fully treated.",85,H05.01,H05.01,TRUE,TRUE,54.22,1,1,1,30.78,1.606293266,H05,H05,1,H05,1,1,1.606293266
Orbital Fracture,S02.82,"An orbital fracture is a break in one of the bones surrounding the eye. This can happen from an injury, like getting hit in the face. Sometimes, these fractures are found when a scan is done for another reason. Most of the time, small fractures heal on their own and don't cause problems. However, if you notice symptoms like double vision, pain, or swelling around the eye, it's important to let your doctor know. They can check to make sure everything is healing well and decide if any treatment is needed.",91,S02.3,S02.3,FALSE,FALSE,81.43,0,0,0,3.57,0.04376367615,S02,S02,1,S02,1,1,1.643763676
Tonsillar Asymmetry,J35.8,"Tonsillar asymmetry means that one of your tonsils is larger than the other. This is often found by chance during a check-up or imaging test. Most of the time, having one tonsil bigger than the other is not a problem and doesn't cause any symptoms. It can be a normal variation in your body. However, if you notice symptoms like sore throat, difficulty swallowing, or if the size difference is significant, it might be worth discussing with a healthcare provider to rule out any underlying issues.",86,J35.8,J35.8,TRUE,TRUE,62.48,1,1,1,22.52,1.608503401,J35,J35,1,J35,1,1,1.608503401
Tonsillar Hypertrophy,J35.1,"Tonsillar hypertrophy means that your tonsils, which are the two small glands at the back of your throat, are larger than usual. This is a common condition, especially in children, and it often doesn't cause any problems. Sometimes, though, it can lead to issues like snoring, trouble swallowing, or sore throats. If these symptoms occur, it might be helpful to talk to a doctor about it. In most cases, no treatment is needed, but if the enlarged tonsils cause significant problems, a doctor might suggest options like medication or, in some cases, surgery.",93,J35.1,J35.1,TRUE,TRUE,61.06,1,1,1,23.94,1.608019246,J35,J35,1,J35,1,1,1.608019246
Pharyngeal Wall Mass,R22.1,"A pharyngeal wall mass is a growth found in the throat area, often discovered by accident during imaging tests. Most of the time, these masses are not cancerous and do not cause any symptoms. Patients should know that these masses usually do not need treatment unless they start causing problems like difficulty swallowing or breathing. If any symptoms develop, it is important to talk to a doctor who can help decide the best way to manage it, which might include monitoring or, in some cases, removing the mass.",88,D49.1,D10.1,FALSE,FALSE,57.61,0,0,0,27.39,0.007044734061,R22,D10,0,D49,0,0,0.007044734061
Pituitary Microadenoma,D35.2,"A pituitary microadenoma is a small, non-cancerous tumor found in the pituitary gland, which is a tiny organ at the base of the brain. These are often discovered by accident during imaging tests for other reasons. Most of the time, pituitary microadenomas do not cause any symptoms and do not need treatment. However, if they grow or produce hormones, they might cause symptoms like headaches or vision problems. It's important to monitor them over time to ensure they remain stable and do not cause any issues.",86,D35.2,D35.2,TRUE,TRUE,62.48,1,1,1,22.52,1.608503401,D35,D35,1,D35,1,1,1.608503401
Parotid Cyst,K11.6,"A parotid cyst is a fluid-filled sac that forms in the parotid gland, which is one of the salivary glands located near your jaw and in front of your ears. These cysts are usually harmless and often found by chance during imaging tests for other reasons. Most parotid cysts do not cause any symptoms and do not need treatment. However, if the cyst becomes large or causes discomfort, it might need to be evaluated further. In some cases, a doctor might suggest draining the cyst or removing it if it causes problems.",92,K11.8,K11.8,FALSE,FALSE,69.72,0,0,0,15.28,0.01228501229,K11,K11,1,K11,1,1,1.612285012
Sialadenitis,K11.20,"Sialadenitis is a condition where one of your salivary glands becomes inflamed, often due to an infection or blockage. This can cause swelling and pain in the area around the affected gland, which is usually located near your jaw or under your tongue. Sometimes, you might notice a bad taste in your mouth or have trouble opening your mouth wide. It's important to keep hydrated and practice good oral hygiene. In some cases, warm compresses and gentle massage can help relieve symptoms. If symptoms persist, a healthcare provider may recommend further treatment.",92,K11.20,K11.20,TRUE,TRUE,72.87,1,1,1,12.13,1.615232292,K11,K11,1,K11,1,1,1.615232292
