finding,ICD10_code,PFx,Word Count,PFx_ICD10_code,_0_agent_icd10_codes,_0_icd10_matches,_0_pfx_icd10_matches,_0_flesch,accuracy_agent_icd10,accuracy_pfx_icd10,accuracy,readability_difference,overall_score,GT_Trimmed,Agent_Trimmed,relaxed_accuracy_agent_icd10,pfx_icd10_trimmed,relaxed_accuracy_pfx_icd10,relaxed_accuracy,relaxed_overall_score
Ependymoma,D33.3,"An ependymoma is a type of tumor that starts in the brain or spinal cord. Tumors are lumps of cells that grow in an unusual way. Ependymomas can happen at any age, but they are more common in children. They can cause headaches, nausea, or problems with balance. Doctors use tests like MRIs to find out if someone has an ependymoma. Treatment often involves surgery to remove the tumor, and sometimes radiation therapy is used to help. It's important to talk to a doctor to understand more about this condition and the best way to treat it.",97,C71.9,C71.9,FALSE,FALSE,74.29,0,0,0,10.71,0.0170794193,D33,C71,0,C71,0,0,0.0170794193
Focal Cortical Dysplasia,Q04.3,"Focal Cortical Dysplasia is a condition where a small part of the brain's surface, called the cortex, develops differently than usual. This can sometimes cause seizures or affect how the brain works. It's like having a small area in the brain that didn't form in the typical way. Doctors often find this when they are looking at brain scans for other reasons. While it might sound concerning, not everyone with this condition will have symptoms. If you do have symptoms, like seizures, there are treatments available to help manage them.",90,R56.9,Q04.3,TRUE,FALSE,73.17,1,0,0.5,11.83,0.8155884645,Q04,Q04,1,R56,0,0.5,0.8155884645
Infarct (Old),I69.998,"An old infarct means that at some point in the past, a part of your brain didn't get enough blood, which caused some damage. This is like when a garden doesn't get enough water, and some plants wilt. The good news is that this happened a while ago, and your body has been working to heal. It's important to keep your heart and blood vessels healthy to prevent this from happening again. Eating well, exercising, and not smoking can help keep your blood flowing smoothly.",85,Z86.73,I69.30,FALSE,FALSE,88.06,0,0,0,3.06,0.04926108374,I69,I69,1,Z86,0,0.5,0.8492610837
Lacunar Infarction,I63.9,"A lacunar infarction is a small stroke that happens deep inside the brain. It occurs when a tiny blood vessel gets blocked, stopping blood from reaching a small area of the brain. This can cause problems like weakness, numbness, or trouble speaking, but sometimes people don't notice any symptoms at all. It's important to keep your heart and blood vessels healthy to prevent these strokes. Eating well, exercising, and taking any prescribed medicine can help. If you ever feel sudden weakness or confusion, it's important to get help right away.",90,Z86.73,I63.81,FALSE,FALSE,73.17,0,0,0,11.83,0.01558846454,I63,I63,1,Z86,0,0.5,0.8155884645
Leukoencephalopathy,G93.49,"Leukoencephalopathy is a condition that affects the white matter in the brain. White matter is like the brain's communication network, helping different parts of the brain talk to each other. When there is a problem with the white matter, it can cause issues with thinking, movement, or even mood. This condition can happen for different reasons, like infections, certain diseases, or even some medications. It's important to understand that this is a medical condition that needs attention, but it doesn't always mean something serious. Doctors will look into the cause to help manage it properly.",95,R93.0,G37.1,FALSE,FALSE,55.44,0,0,0,29.56,0.006544502618,G93,G37,0,R93,0,0,0.006544502618
Low-Grade Glioma,D33.0,"A low-grade glioma is a type of brain tumor that grows slowly. It's not as aggressive as other types of brain tumors, which means it doesn't spread quickly. These tumors are made up of cells that look a bit like normal brain cells, but they grow more than they should. Because they grow slowly, doctors often have time to watch them and decide the best way to treat them. Sometimes, people with low-grade gliomas might not have any symptoms at all, or they might have headaches or seizures.",88,R51,D33.0,TRUE,FALSE,87.45,1,0,0.5,2.45,0.8579710145,D33,D33,1,R51,0,0.5,0.8579710145
Meningioma,D32.0,"A meningioma is a type of tumor that grows in the layers of tissue covering the brain and spinal cord. It's usually not cancerous, which means it doesn't spread to other parts of the body. These tumors grow slowly and might not cause any problems for a long time. Sometimes, people don't even know they have one. If it gets bigger, it might press on the brain or nerves, which can cause headaches or other symptoms. Doctors can keep an eye on it with regular check-ups to make sure it doesn't cause any issues.",94,Z03.89,D32.9,FALSE,FALSE,80.92,0,0,0,4.08,0.03937007874,D32,D32,1,Z03,0,0.5,0.8393700787
Multiple Sclerosis Plaques,G35,"Multiple sclerosis is a condition where the body's immune system mistakenly attacks the protective covering of nerves. This can cause areas of damage called plaques in the brain and spinal cord. These plaques can lead to symptoms like trouble walking, feeling tired, or having blurry vision. It's like when a wire loses its insulation, and the signal doesn't travel as well. Doctors can see these plaques using special scans. While multiple sclerosis can be challenging, there are treatments that can help manage the symptoms and improve quality of life.",89,G35,G35,TRUE,TRUE,64.91,1,1,1,20.09,1.609483167,G35,G35,1,G35,1,1,1.609483167
Normal Pressure Hydrocephalus,G91.2,"Normal Pressure Hydrocephalus, or NPH, is a condition where there is too much fluid in the brain. This fluid is called cerebrospinal fluid, and it usually helps protect the brain. In NPH, the fluid builds up and causes pressure, but not as much as in other types of hydrocephalus. This can lead to problems like trouble walking, memory issues, and difficulty controlling the bladder. It's important to know that NPH can sometimes be mistaken for other conditions, so doctors use special tests to make sure they have the right diagnosis.",90,R41.3,G91.2,TRUE,FALSE,61.67,1,0,0.5,23.33,0.8082203042,G91,G91,1,R41,0,0.5,0.8082203042
Periventricular Leukomalacia,P91.2,"Periventricular leukomalacia, or PVL, is a condition that affects the brain. It happens when the white matter, which is the part of the brain that helps send messages, gets damaged. This can occur in babies, especially those born too early. The damage can make it harder for the brain to work properly. Sometimes, it might lead to problems with movement or learning as the child grows. Doctors keep an eye on it to help manage any issues that might come up. It's important to understand that PVL is something that needs careful attention.",93,R29.898,P91.2,TRUE,FALSE,74.9,1,0,0.5,10.1,0.818018018,P91,P91,1,R29,0,0.5,0.818018018
Septo-Optic Dysplasia,Q04.4,Septo-Optic Dysplasia is a condition that affects the brain and eyes. It happens when some parts of the brain and the nerves that connect to the eyes don't develop as they should. This can lead to vision problems and sometimes other issues like hormone imbalances. It's not something you did or didn't do; it's just how the body developed. Doctors can help manage the symptoms and provide support to make life easier. It's important to have regular check-ups to keep an eye on any changes.,85,H54.7,Q04.2,FALSE,FALSE,73.98,0,0,0,11.02,0.01663893511,Q04,Q04,1,H54,0,0.5,0.8166389351
Spinal Canal Stenosis,M48.0,"Spinal canal stenosis means that the space around your spinal cord is getting smaller. This can happen because the bones or tissues in your back are pressing on the nerves. It might make your back hurt or feel stiff. Sometimes, it can also make your legs feel weak or tingly. It's like when a garden hose gets pinched and the water can't flow through as easily. Doctors can help by figuring out ways to make more space for your nerves, so you feel better.",84,M48.0,M48.0,TRUE,TRUE,91.11,1,1,1,6.11,1.628129395,M48,M48,1,M48,1,1,1.628129395
Thalamic Gliosis,R90.89,"Thalamic gliosis is a condition where there is a change in the brain tissue in a part called the thalamus. The thalamus is like a relay station in the brain that helps send messages to different parts of the brain. Gliosis means that there is some scarring or hardening of the brain tissue. This can happen after an injury or due to other reasons. It might not cause any symptoms, but sometimes it can affect how the brain works. It's important to keep an eye on it and talk to your doctor if you notice any changes in how you feel.",101,R90.89,R90.89,TRUE,TRUE,79.8,1,1,1,5.2,1.632258065,R90,R90,1,R90,1,1,1.632258065
Trigeminal Neuralgia,G50.0,"Trigeminal neuralgia is a condition that causes sudden, severe facial pain. It happens because a nerve in your face, called the trigeminal nerve, gets irritated. This nerve is responsible for sending feelings from your face to your brain. When it gets irritated, it can cause sharp, shooting pain, usually on one side of your face. The pain can be triggered by simple things like brushing your teeth, eating, or even a light breeze. It's important to talk to your doctor if you experience these symptoms, as they can help find the best way to manage the pain.",97,R51.9,G50.0,TRUE,FALSE,71.95,1,0,0.5,13.05,0.8142348754,G50,G50,1,R51,0,0.5,0.8142348754
Ulegyria,Q04.3,"Ulegyria is a condition where certain parts of the brain have been damaged, usually due to a lack of oxygen at birth. This can cause the brain to have a wrinkled appearance in some areas. People with ulegyria might have problems with movement, learning, or behavior, depending on which parts of the brain are affected. It's like when a plant doesn't get enough water and some leaves don't grow properly. Doctors can help manage the symptoms, but the brain changes are permanent. It's important to have support and therapies to help with any challenges.",94,R47.89,P91.2,FALSE,FALSE,72.46,0,0,0,12.54,0.01477104874,Q04,P91,0,R47,0,0,0.01477104874
Cystic Craniopharyngioma,D33.1,"A cystic craniopharyngioma is a type of non-cancerous tumor that grows near the brain. It is filled with fluid and can press on nearby parts of the brain. This can cause headaches, vision problems, or hormone changes because it is close to the pituitary gland, which controls many body functions. Even though it is not cancer, it can still cause problems because of its location. Doctors usually find it with imaging tests like an MRI. Treatment might involve surgery or other methods to reduce its size and relieve symptoms.",89,R22.9,D44.4,FALSE,FALSE,73.37,0,0,0,11.63,0.01583531275,D33,D44,0,R22,0,0,0.01583531275
Heterotopia,Q04.6,"Heterotopia is when some brain cells are not in the right place. Normally, brain cells form in a certain way, but sometimes they end up in the wrong spot. This can happen before a baby is born. It might not cause any problems, but sometimes it can lead to seizures or learning difficulties. Think of it like a puzzle where some pieces are in the wrong place. Doctors can find this using special pictures of the brain. If you have questions or concerns, it's a good idea to talk to a healthcare professional.",93,R93.0,Q04.3,FALSE,FALSE,83.36,0,0,0,1.64,0.07575757576,Q04,Q04,1,R93,0,0.5,0.8757575758
Ischemic White Matter Disease,R90.82,"Ischemic White Matter Disease is a condition where small blood vessels in the brain are not working well. This can cause tiny areas of damage in the brain's white matter, which is the part that helps send messages. It might not cause any symptoms at first, but over time, it can lead to problems with thinking, memory, or walking. It's like when a garden hose gets a kink and water can't flow through as well. Keeping your blood pressure and cholesterol in check can help keep your brain healthy.",89,Z71.89,I67.3,FALSE,FALSE,87.25,0,0,0,2.25,0.06153846154,R90,I67,0,Z71,0,0,0.06153846154
Juvenile Pilocytic Astrocytoma,D33.1,"A juvenile pilocytic astrocytoma is a type of brain tumor that usually grows slowly and is often found in children and young adults. It's called 'pilocytic' because the cells look like fibers under a microscope. This tumor is usually not cancerous, which means it doesn't spread to other parts of the body. Doctors often find it in the part of the brain that controls balance and coordination. While it can cause symptoms like headaches or balance problems, it can often be treated successfully with surgery or other therapies.",88,Z86.011,D33.1,TRUE,FALSE,62.07,1,0,0.5,22.93,0.80835771,D33,D33,1,Z86,0,0.5,0.80835771
Moyamoya Disease,I67.5,"Moyamoya disease is a rare condition that affects the blood vessels in the brain. In this disease, the arteries that supply blood to the brain become narrowed, which can lead to reduced blood flow. This can cause symptoms like headaches, strokes, or even seizures. The name 'Moyamoya' comes from a Japanese word that means 'puff of smoke,' which describes the appearance of the tiny blood vessels that form to try to compensate for the blocked arteries. It's important to monitor this condition closely to prevent any serious complications.",88,I67.5,I67.5,TRUE,TRUE,70.53,1,1,1,14.47,1.612928248,I67,I67,1,I67,1,1,1.612928248
Pseudotumor Cerebri,G93.2,"Pseudotumor cerebri is a condition where the pressure inside your skull is higher than normal, but there's no tumor causing it. This can lead to headaches and vision problems. It's like your brain is being squeezed, even though there's no actual growth or mass. Doctors aren't sure why it happens, but it might be related to how your body handles fluids. It's important to pay attention to any changes in your vision or if you have frequent headaches, as these could be signs of this condition.",86,R51,G93.2,TRUE,FALSE,70.94,1,0,0.5,14.06,0.8132802125,G93,G93,1,R51,0,0.5,0.8132802125
Schwannoma,D33.3,"A schwannoma is a type of growth or lump that forms on the nerves in your body. It's usually not cancerous, which means it doesn't spread to other parts of your body. These growths are made up of cells that normally help protect your nerves. Sometimes, a schwannoma can cause problems if it presses on nearby nerves or tissues, leading to pain or other symptoms. Doctors often find schwannomas by accident when looking for something else. If you have a schwannoma, your doctor will talk to you about the best way to take care of it.",96,D36.1,D36.1,FALSE,FALSE,80.62,0,0,0,4.38,0.03717472119,D33,D36,0,D36,0,0,0.03717472119
Spongiform Changes in Brain,A81.9,"Spongiform changes in the brain mean that some parts of the brain tissue have started to look like a sponge. This happens because tiny holes form in the brain, making it look like a sponge under a microscope. These changes can affect how the brain works and might cause problems with memory, thinking, or movement. It's important to understand that these changes are not normal and can be linked to certain diseases. If you have questions or concerns about what this means for you, it's a good idea to talk to your doctor.",93,R41.9,A81.9,TRUE,FALSE,77.98,1,0,0.5,7.02,0.8249376559,A81,A81,1,R41,0,0.5,0.8249376559
Stroke (Old),Z86.73,"An old stroke means that at some point in the past, there was a problem with blood flow in the brain. This might have happened because a blood vessel got blocked or burst. The brain needs blood to work properly, so when this happened, it could have caused some damage. Even though it happened a while ago, it's important to know about it because it might affect how the brain works now. Sometimes, people might have trouble with things like memory, movement, or speech because of an old stroke.",89,Z86.73,I69.30,FALSE,TRUE,87.25,0,1,0.5,2.25,0.8615384615,Z86,I69,0,Z86,1,0.5,0.8615384615
Subarachnoid Cyst,Q04.6,"A subarachnoid cyst is like a small bubble filled with fluid that forms in the space around your brain or spinal cord. It's usually not harmful and doesn't cause any symptoms. Think of it as a tiny water balloon that just sits there. Most people don't even know they have it because it doesn't bother them. Doctors often find these cysts by accident when they're looking at scans for other reasons. If it doesn't cause any problems, you usually don't need to worry about it.",85,R93.0,Q04.6,TRUE,FALSE,82.44,1,0,0.5,2.56,0.8561797753,Q04,Q04,1,R93,0,0.5,0.8561797753
Cholesteatoma,H71.90,"A cholesteatoma is like a small, abnormal skin growth that happens in the middle part of your ear, behind the eardrum. It can start because of repeated ear infections or other ear problems. This growth can cause trouble by damaging the bones in your ear, leading to hearing loss, dizziness, or even ear drainage. It's important to keep an eye on it because it can get bigger and cause more problems. If you notice any changes in your hearing or have ear pain, it's a good idea to let your doctor know.",92,H92.0,H71.9,FALSE,FALSE,78.18,0,0,0,6.82,0.02557544757,H71,H71,1,H92,0,0.5,0.8255754476
Mastoiditis,H70.90,"Mastoiditis is an infection that affects the mastoid bone, which is located just behind your ear. This bone has small air spaces that help drain the middle ear. When you have an ear infection, sometimes the infection can spread to this bone, causing it to become inflamed and painful. You might feel pain or swelling behind your ear, have a fever, or notice some drainage from your ear. It's important to get this checked out because it can lead to more serious problems if not treated. Treatment usually involves antibiotics to clear the infection.",94,H70.9,H70.0,FALSE,FALSE,72.46,0,0,0,12.54,0.01477104874,H70,H70,1,H70,1,1,1.614771049
Otitis Media,H66.90,"Otitis media is an ear infection that happens when germs get into the middle part of your ear. This can make your ear feel sore, and you might have trouble hearing. Sometimes, it can also cause a fever or make you feel dizzy. It's like when you have a cold, but it affects your ear instead of your nose. Most of the time, it gets better on its own, but sometimes you might need medicine to help it heal faster. It's important to rest and drink plenty of fluids to help your body fight the infection.",96,H66.9,H66.9,FALSE,FALSE,89.08,0,0,0,4.08,0.03937007874,H66,H66,1,H66,1,1,1.639370079
Otosclerosis,H80.90,"Otosclerosis is a condition that affects your ears. Inside your ear, there are tiny bones that help you hear. In otosclerosis, one of these bones, called the stapes, becomes stuck and can't move as it should. This makes it hard for sound to travel through your ear, which can cause hearing loss. It's like when a door hinge gets rusty and the door doesn't open smoothly. People with otosclerosis might notice that they can't hear as well as they used to, especially in one ear. It's important to talk to a doctor if you have trouble hearing.",97,H91.90,H80.9,FALSE,FALSE,82.75,0,0,0,2.25,0.06153846154,H80,H80,1,H91,0,0.5,0.8615384615
Vestibular Schwannoma,D33.3,"A vestibular schwannoma is a non-cancerous growth that develops on the nerve that connects your ear to your brain. This nerve helps with hearing and balance. When a vestibular schwannoma grows, it can press on nearby nerves and parts of the brain, which might cause problems like hearing loss, ringing in the ear, or trouble with balance. It's important to keep an eye on it because, even though it's not cancer, it can still cause issues if it gets too big. Doctors usually monitor it with regular check-ups and sometimes suggest treatment if needed.",94,R42,D33.3,TRUE,FALSE,69.31,1,0,0.5,15.69,0.8119832235,D33,D33,1,R42,0,0.5,0.8119832235
TMJ Disorder,M26.62,"TMJ disorder is a problem with the jaw joint and the muscles around it. This joint is like a hinge that connects your jaw to your skull, and it helps you talk, chew, and yawn. When you have TMJ disorder, you might feel pain in your jaw, face, or even your ears. Sometimes, your jaw might make clicking or popping sounds, or it might feel stuck. It can also cause headaches. It's important to be gentle with your jaw and avoid chewing gum or eating hard foods to help it feel better.",92,R68.84,M26.60,FALSE,FALSE,89.79,0,0,0,4.79,0.03454231434,M26,M26,1,R68,0,0.5,0.8345423143
Mandibular Fracture,S02.609A,"A mandibular fracture means that there is a break in your lower jawbone. This can happen from an accident, like falling or getting hit in the face. When your jaw is broken, it might hurt a lot, and you could have trouble opening your mouth or chewing food. Sometimes, your face might look swollen or bruised. It's important to be careful with your jaw and avoid hard foods until it heals. Doctors can help fix it, and you might need to wear a special bandage or have surgery to make sure it heals properly.",94,S02.6,S02.6,FALSE,FALSE,89.38,0,0,0,4.38,0.03717472119,S02,S02,1,S02,1,1,1.637174721
Odontogenic Cyst,K09.0,"An odontogenic cyst is a small, fluid-filled sac that can form in your jaw or around your teeth. It's like a little bubble that can grow slowly over time. These cysts are usually not painful, but they can cause problems if they get too big. They might push against your teeth or jawbone, which can make your teeth move or cause swelling. Dentists often find these cysts during routine X-rays. If you have one, your dentist will talk to you about the best way to take care of it.",89,Z13.84,K09.0,TRUE,FALSE,90.29,1,0,0.5,5.29,0.8317965024,K09,K09,1,Z13,0,0.5,0.8317965024
Ameloblastoma,D16.5,"An ameloblastoma is a type of tumor that usually starts in the jawbone. It's not cancer, but it can grow and cause problems if not treated. Imagine it like a bump inside your jaw that can make it hard to chew or talk if it gets too big. Doctors often find it when they take X-rays for other reasons. Even though it's not dangerous like cancer, it might need to be removed to prevent it from causing trouble in your mouth or jaw.",83,D16.5,D16.5,TRUE,TRUE,80.01,1,1,1,4.99,1.633388982,D16,D16,1,D16,1,1,1.633388982
Deviated Nasal Septum,J34.2,"A deviated nasal septum means that the thin wall inside your nose, which separates your nostrils, is not straight. This can happen naturally or from an injury. When the septum is crooked, it might make it harder to breathe through one side of your nose. Some people might also have nosebleeds or feel like their nose is stuffy. It's like having a bend in a straw that makes it harder for air to pass through. If it bothers you, there are ways to help make breathing easier.",87,R09.89,J34.2,TRUE,FALSE,82.14,1,0,0.5,2.86,0.8518134715,J34,J34,1,R09,0,0.5,0.8518134715
Nasal Cavity Mass,R22.0,"A nasal cavity mass is a lump or growth inside your nose. It might feel like a blockage or make it hard to breathe through your nose. Sometimes, it can cause nosebleeds or a runny nose. This mass can be made of different types of tissue, and it might be harmless or something that needs more attention. Doctors usually find these masses during a check-up or when you have symptoms. It's important to understand what it is, so your doctor can decide if any treatment is needed.",87,R09.89,J34.89,FALSE,FALSE,82.14,0,0,0,2.86,0.0518134715,R22,J34,0,R09,0,0,0.0518134715
Turbinate Hypertrophy,J34.3,"Turbinate hypertrophy means that the small, bumpy structures inside your nose, called turbinates, have become larger than usual. These turbinates help clean and warm the air you breathe. When they get bigger, it can make it harder to breathe through your nose. You might feel like your nose is stuffy or blocked, similar to having a cold. This can happen because of allergies, infections, or other reasons. It's like when a sponge soaks up too much water and gets bigger. Doctors can help find out why this is happening and suggest ways to make it better.",96,R09.81,J34.3,TRUE,FALSE,82.95,1,0,0.5,2.05,0.8655737705,J34,J34,1,R09,0,0.5,0.8655737705
Cervical Lymphadenopathy,R59.0,"Cervical lymphadenopathy means that the lymph nodes in your neck are swollen. Lymph nodes are small, bean-shaped glands that help your body fight infections. When they swell, it usually means your body is responding to something like a cold, sore throat, or other infection. Sometimes, they can swell due to other reasons, like an injury or even stress. It's like your body's way of saying it's working hard to keep you healthy. Most of the time, swollen lymph nodes are not serious and go back to normal on their own.",90,R22.1,R59.0,TRUE,FALSE,81.63,1,0,0.5,3.37,0.8457665904,R59,R59,1,R22,0,0.5,0.8457665904
Branchial Cleft Cyst,Q18.0,"A branchial cleft cyst is a small, soft lump that can appear on the side of your neck. It's something you might be born with, but it can take a while to notice. This lump is usually not harmful, but it can sometimes get bigger or become infected, which might make it sore or uncomfortable. If you feel a lump on your neck, it's a good idea to let a doctor check it out to make sure everything is okay. They can help decide if anything needs to be done about it.",92,R22.1,Q18.0,TRUE,FALSE,86.64,1,0,0.5,1.64,0.8757575758,Q18,Q18,1,R22,0,0.5,0.8757575758
Thyroglossal Duct Cyst,Q89.2,"A thyroglossal duct cyst is a small, soft lump in the neck that you might notice when you swallow or move your tongue. It's something that some people are born with, and it happens because a tiny part of the thyroid gland didn't move to the right place when you were developing as a baby. Most of the time, these cysts don't cause any problems, but sometimes they can get infected or cause discomfort. If you feel a lump in your neck, it's a good idea to let your doctor know so they can check it out.",97,R22.1,Q89.2,TRUE,FALSE,80.65,1,0,0.5,4.35,0.8373831776,Q89,Q89,1,R22,0,0.5,0.8373831776
Cyst of Oral Mucosa,K09.8,"You have a small, fluid-filled bump inside your mouth. It's called a cyst, and it can form when a gland or duct in your mouth gets blocked. These cysts are usually not harmful and might go away on their own. Sometimes, they can feel a bit uncomfortable or get in the way when you're eating or talking. If it bothers you, a dentist or doctor can help by removing it. It's important to keep your mouth clean and avoid poking or squeezing the cyst to prevent any irritation or infection.",90,Z71.1,K09.8,TRUE,FALSE,81.63,1,0,0.5,3.37,0.8457665904,K09,K09,1,Z71,0,0.5,0.8457665904
Leukoplakia of Tongue,K13.21,"Leukoplakia of the tongue is when you have white or gray patches on your tongue. These patches are not normal and can sometimes be a sign that your tongue is irritated. It might happen if you smoke or chew tobacco, or if your tongue rubs against something rough, like a sharp tooth. Most of the time, these patches are harmless, but it's important to keep an eye on them. If they change or don't go away, you should let your doctor know. It's always good to take care of your mouth and keep it healthy.",95,R68.89,K13.21,TRUE,FALSE,89.28,1,0,0.5,4.28,0.8378787879,K13,K13,1,R68,0,0.5,0.8378787879
Mucocele of Oral Mucosa,K11.6,"A mucocele is like a small, harmless bump inside your mouth. It's usually filled with a clear, jelly-like fluid. This happens when a tiny salivary gland gets blocked, often because of a minor injury, like accidentally biting your lip or cheek. Mucoceles are not dangerous and often go away on their own. They might feel a bit strange or annoying, but they don't usually cause pain. If it doesn't go away or bothers you, a dentist or doctor can help remove it. Remember, it's nothing to worry about, just a small mouth bump.",93,Z71.1,K11.6,TRUE,FALSE,74.9,1,0,0.5,10.1,0.818018018,K11,K11,1,Z71,0,0.5,0.818018018
Orbital Mass,H05.89,"An orbital mass is a growth or lump that is found in the area around your eye. This area is called the orbit, and it holds your eye in place. The mass could be something harmless, like a cyst, or it could be something more serious. It might cause your eye to bulge or make it hard to move your eye. Sometimes, it can cause pain or changes in your vision. It's important to find out what kind of mass it is so that the right treatment can be given.",90,R22.9,H05.89,TRUE,FALSE,98.55,1,0,0.5,13.55,0.8137457045,H05,H05,1,R22,0,0.5,0.8137457045
Proptosis,H05.22,"Proptosis is when one or both of your eyes seem to be bulging or sticking out more than usual. This can happen for different reasons, like swelling behind the eye or changes in the tissues around the eye. It might make your eyes look different, and sometimes it can cause discomfort or affect your vision. It's important to keep an eye on any changes and let your doctor know if you notice anything new or if it bothers you. They can help figure out what's causing it and what to do next.",92,R68.89,H05.2,FALSE,FALSE,78.18,0,0,0,6.82,0.02557544757,H05,H05,1,R68,0,0.5,0.8255754476
Optic Nerve Glioma,D33.3,"An optic nerve glioma is a type of tumor that grows on the nerve connecting your eye to your brain. This nerve is important because it helps you see by sending images from your eyes to your brain. When a glioma grows on this nerve, it can cause vision problems, like blurry vision or trouble seeing out of one eye. Sometimes, it can also make your eye look different or cause pain around your eye. These tumors are usually slow-growing and can be treated with medicine or surgery if needed.",90,D33.3,D33.3,TRUE,TRUE,78.59,1,1,1,6.41,1.626990553,D33,D33,1,D33,1,1,1.626990553
Orbital Cellulitis,H05.01,"Orbital cellulitis is an infection that happens around your eye. It can make your eye area swollen, red, and painful. Sometimes, it can be hard to move your eye, and your vision might get blurry. This infection usually starts from a sinus infection or a scratch near the eye. It's important to treat it quickly because it can spread and cause more problems. Doctors usually give medicine to fight the infection, and sometimes they might need to do more tests to make sure everything is okay.",86,H05.011,H05.01,TRUE,FALSE,82.34,1,0,0.5,2.66,0.8546448087,H05,H05,1,H05,1,1,1.654644809
Orbital Fracture,S02.82,"An orbital fracture is when one of the bones around your eye gets broken. This can happen if you get hit in the face or have an accident. It might make your eye look swollen or bruised, and you could have trouble moving your eye. Sometimes, it can even make your vision blurry. It's important to be careful and protect your eyes. If you notice any changes in how your eye looks or feels, it's a good idea to let someone know so they can help you feel better.",89,S02.3,S02.3,FALSE,FALSE,90.29,0,0,0,5.29,0.03179650238,S02,S02,1,S02,1,1,1.631796502
Tonsillar Asymmetry,J35.8,"Tonsillar asymmetry means that one of your tonsils is bigger than the other. Tonsils are small, round pieces of tissue at the back of your throat that help fight germs. It's not uncommon for them to be a little different in size. Sometimes, this can happen because of an infection or swelling. Most of the time, it's nothing to worry about. However, if you notice any pain, trouble swallowing, or if it keeps getting bigger, it's a good idea to let your doctor know.",84,R22.1,J35.8,TRUE,FALSE,74.19,1,0,0.5,10.81,0.816934801,J35,J35,1,R22,0,0.5,0.816934801
Tonsillar Hypertrophy,J35.1,"Tonsillar hypertrophy means that your tonsils, which are small glands in the back of your throat, are larger than usual. This can happen for different reasons, like infections or allergies. When your tonsils are bigger, they might make it hard to breathe or swallow, especially at night. Sometimes, you might snore or feel like you have a sore throat often. It's important to pay attention to how you feel and let your doctor know if you have trouble breathing or swallowing, or if you have frequent sore throats.",88,R09.89,J35.1,TRUE,FALSE,70.53,1,0,0.5,14.47,0.8129282482,J35,J35,1,R09,0,0.5,0.8129282482
Pharyngeal Wall Mass,R22.1,"A pharyngeal wall mass is a lump or growth found in the throat area, specifically on the wall of the pharynx, which is the part of the throat behind the nose and mouth. This area helps with breathing and swallowing. The mass could be made up of different types of tissue, and it might be benign, meaning not cancerous, or it could be something that needs more attention. It's important to understand that having a mass doesn't always mean something serious, but it's good to know about it so you can keep an eye on any changes.",97,R22.1,R22.1,TRUE,TRUE,72.19,1,1,1,12.81,1.614482259,R22,R22,1,R22,1,1,1.614482259
Pituitary Microadenoma,D35.2,"A pituitary microadenoma is a small, non-cancerous growth in the pituitary gland, which is a tiny organ at the base of your brain. This gland makes important hormones that help control different functions in your body, like growth and metabolism. Most of the time, these small growths don't cause any problems and people don't even know they have them. Sometimes, they might make extra hormones, which can lead to symptoms like headaches or changes in vision. Doctors usually find them by accident when doing tests for other reasons.",88,R93.0,D35.2,TRUE,FALSE,70.53,1,0,0.5,14.47,0.8129282482,D35,D35,1,R93,0,0.5,0.8129282482
Parotid Cyst,K11.6,"A parotid cyst is a small, fluid-filled sac that forms in the parotid gland, which is one of the salivary glands located near your jaw and in front of your ears. These cysts are usually not harmful and might not cause any symptoms. Sometimes, they can make the area feel swollen or tender. If the cyst gets bigger, it might be uncomfortable or make it hard to chew or swallow. Doctors can often find these cysts during a check-up or on an imaging test. They might watch it over time to see if it changes.",95,R22.0,K11.8,FALSE,FALSE,89.28,0,0,0,4.28,0.03787878788,K11,K11,1,R22,0,0.5,0.8378787879
Sialadenitis,K11.20,"Sialadenitis is a condition where your salivary glands, which help make saliva in your mouth, get swollen and sore. This can happen because of an infection or a blockage in the glands. You might feel pain in your mouth or face, have a dry mouth, or notice swelling. Sometimes, it can be hard to eat or swallow. It's important to drink plenty of water and keep your mouth clean. Warm compresses can help ease the pain. If it doesn't get better, a doctor might need to check it out to see what's causing the problem.",95,R68.89,K11.20,TRUE,FALSE,83.05,1,0,0.5,1.95,0.8677966102,K11,K11,1,R68,0,0.5,0.8677966102
Salivary Gland Stone,K11.5,"A salivary gland stone is like a tiny rock that forms in the tubes that carry saliva, or spit, from your salivary glands to your mouth. These stones can block the flow of saliva, which might cause swelling and pain in your mouth or under your jaw. You might feel this pain especially when eating or drinking. It's important to stay hydrated and drink plenty of water, as this can sometimes help the stone pass on its own. If the stone doesn't go away, a doctor can help remove it.",90,Z71.89,K11.5,TRUE,FALSE,87.05,1,0,0.5,2.05,0.8655737705,K11,K11,1,Z71,0,0.5,0.8655737705
Pleomorphic Adenoma,D11.0,"A pleomorphic adenoma is a type of non-cancerous tumor that usually grows in the salivary glands, which are the glands in your mouth that make saliva. This kind of tumor is not harmful and grows slowly. It might feel like a small, painless lump in your mouth or near your jaw. Even though it is not dangerous, it is important to keep an eye on it because, in rare cases, it can change over time. If you notice any changes or if it bothers you, let your doctor know.",89,Z03.89,D11.0,TRUE,FALSE,78.79,1,0,0.5,6.21,0.827739251,D11,D11,1,Z03,0,0.5,0.827739251
